Recipe_ID,Recipe_Name,Category,Cuisine,Ingredients,Main_Ingredient,Meal_Type,Difficulty_Level,Preparation_Time_Min,Calories_kcal,Target_Country,Validation_Source
2454,Olan,Produce,Indian,"Olan, Basic Spices, Oil, Salt",Olan,Breakfast,Easy,34,166,India,Authentic Culinary Database
2455,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Snack,Medium,30,378,India,Authentic Culinary Database
2456,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Dinner,Hard,52,353,India,Authentic Culinary Database
2457,Rasgulla,Dairy,Indian,"Chenna, Sugar Syrup",Rasgulla,Snack,Hard,24,641,India,Authentic Culinary Database
2458,Rava Idli,Bakery,Indian,"Rava, Basic Spices, Oil, Salt",Idli,Lunch,Medium,30,694,India,Authentic Culinary Database
2459,Quesadillas,Grains/Legumes,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Breakfast,Easy,27,151,India,Authentic Culinary Database
2460,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Snack,Medium,29,419,India,Authentic Culinary Database
2461,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Breakfast,Easy,23,576,India,Authentic Culinary Database
2462,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Breakfast,Easy,49,621,India,Authentic Culinary Database
2463,Rasgulla,Dairy,Indian,"Chenna, Sugar Syrup",Rasgulla,Snack,Medium,23,377,India,Authentic Culinary Database
2464,Spring Rolls,Bakery,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Breakfast,Hard,50,613,India,Authentic Culinary Database
2465,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Snack,Medium,19,227,India,Authentic Culinary Database
2466,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Breakfast,Easy,41,403,India,Authentic Culinary Database
2467,Hot Dog,Grains/Legumes,American,"Hot, Basic Spices, Oil, Salt",Hot,Snack,Easy,59,416,India,Authentic Culinary Database
2468,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Breakfast,Easy,29,618,India,Authentic Culinary Database
2469,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Dinner,Easy,34,332,India,Authentic Culinary Database
2470,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Snack,Easy,22,626,India,Authentic Culinary Database
2471,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Dinner,Easy,19,635,India,Authentic Culinary Database
2472,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Breakfast,Medium,58,338,India,Authentic Culinary Database
2473,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Dinner,Hard,57,370,India,Authentic Culinary Database
2474,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Lunch,Easy,35,475,India,Authentic Culinary Database
2475,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Lunch,Hard,29,671,India,Authentic Culinary Database
2476,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Medium,15,667,India,Authentic Culinary Database
2477,Butter Kulcha,Bakery,Indian,"Butter, Basic Spices, Oil, Salt",Butter,Breakfast,Hard,54,347,India,Authentic Culinary Database
2478,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Lunch,Medium,17,260,India,Authentic Culinary Database
2479,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Lunch,Medium,33,324,India,Authentic Culinary Database
2480,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Breakfast,Hard,20,231,India,Authentic Culinary Database
2481,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Lunch,Hard,50,296,India,Authentic Culinary Database
2482,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Hard,53,338,India,Authentic Culinary Database
2483,Aloo Gobi,Produce,Indian,"Potato, Cauliflower, Spices, Turmeric",Gobi,Snack,Hard,21,616,India,Authentic Culinary Database
2484,Risotto,Grains/Legumes,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Lunch,Hard,27,215,India,Authentic Culinary Database
2485,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Dinner,Medium,22,253,India,Authentic Culinary Database
2486,Guacamole,Grains/Legumes,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Dinner,Hard,60,303,India,Authentic Culinary Database
2487,Tiramisu,Grains/Legumes,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Snack,Medium,42,355,India,Authentic Culinary Database
2488,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Snack,Medium,51,232,India,Authentic Culinary Database
2489,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Hard,55,372,India,Authentic Culinary Database
2490,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Dinner,Hard,36,543,India,Authentic Culinary Database
2491,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Dinner,Medium,59,602,India,Authentic Culinary Database
2492,Rogan Josh,Protein,Indian,"Mutton, Yogurt, Spices, Ginger",Josh,Snack,Easy,19,440,India,Authentic Culinary Database
2493,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Hard,25,646,India,Authentic Culinary Database
2494,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Dinner,Hard,40,461,India,Authentic Culinary Database
2495,Risotto,Bakery,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Snack,Easy,60,470,India,Authentic Culinary Database
2496,Chicken 65,Protein,Indian,"Chicken, Spices, Curry Leaves, Deep Fried",65,Snack,Easy,30,484,India,Authentic Culinary Database
2497,Chow Mein,Protein,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Breakfast,Medium,55,505,India,Authentic Culinary Database
2498,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,31,672,India,Authentic Culinary Database
2499,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Dinner,Easy,32,556,India,Authentic Culinary Database
2500,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Breakfast,Hard,19,287,India,Authentic Culinary Database
2501,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Lunch,Hard,21,302,India,Authentic Culinary Database
2502,Chow Mein,Protein,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Breakfast,Easy,23,622,India,Authentic Culinary Database
2503,Apple Pie,Produce,American,"Apple, Basic Spices, Oil, Salt",Apple,Breakfast,Easy,40,677,India,Authentic Culinary Database
2504,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Easy,58,240,India,Authentic Culinary Database
2505,Cheeseburger,Protein,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Dinner,Easy,28,201,India,Authentic Culinary Database
2506,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Medium,34,503,India,Authentic Culinary Database
2507,Apple Pie,Protein,American,"Apple, Basic Spices, Oil, Salt",Apple,Lunch,Easy,54,560,India,Authentic Culinary Database
2508,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Breakfast,Medium,59,360,India,Authentic Culinary Database
2509,Apple Pie,Grains/Legumes,American,"Apple, Basic Spices, Oil, Salt",Apple,Dinner,Hard,37,184,India,Authentic Culinary Database
2510,Rogan Josh,Protein,Indian,"Mutton, Yogurt, Spices, Ginger",Josh,Snack,Medium,38,590,India,Authentic Culinary Database
2511,Lasagna,Bakery,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Lunch,Medium,20,555,India,Authentic Culinary Database
2512,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Lunch,Medium,38,574,India,Authentic Culinary Database
2513,Tiramisu,Protein,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Easy,53,169,India,Authentic Culinary Database
2514,Rumali Roti,Bakery,Indian,"Rumali, Basic Spices, Oil, Salt",Rumali,Lunch,Hard,48,517,India,Authentic Culinary Database
2515,Buffalo Wings,Produce,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Lunch,Medium,15,428,India,Authentic Culinary Database
2516,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Dinner,Medium,41,422,India,Authentic Culinary Database
2517,Apple Pie,Bakery,American,"Apple, Basic Spices, Oil, Salt",Apple,Breakfast,Medium,35,274,India,Authentic Culinary Database
2518,Pav Bhaji (Pav),Bakery,Indian,"Pav (Bun), Butter, Mixed Vegetable Mash",(Pav),Dinner,Easy,16,236,India,Authentic Culinary Database
2519,Risotto,Produce,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Lunch,Medium,36,458,India,Authentic Culinary Database
2520,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Dinner,Easy,42,226,India,Authentic Culinary Database
2521,Cheeseburger,Protein,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Breakfast,Medium,38,402,India,Authentic Culinary Database
2522,Baingan Bharta,Produce,Indian,"Baingan, Basic Spices, Oil, Salt",Baingan,Dinner,Medium,45,300,India,Authentic Culinary Database
2523,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Lunch,Hard,26,200,India,Authentic Culinary Database
2524,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Breakfast,Hard,23,628,India,Authentic Culinary Database
2525,Malabar Paratha,Bakery,Indian,"Flour, Ghee, Water, Salt",Paratha,Snack,Medium,46,399,India,Authentic Culinary Database
2526,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Breakfast,Hard,39,386,India,Authentic Culinary Database
2527,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Breakfast,Medium,57,361,India,Authentic Culinary Database
2528,Buffalo Wings,Bakery,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Lunch,Easy,15,278,India,Authentic Culinary Database
2529,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,54,153,India,Authentic Culinary Database
2530,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Snack,Hard,22,646,India,Authentic Culinary Database
2531,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Dinner,Hard,37,339,India,Authentic Culinary Database
2532,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Lunch,Hard,34,330,India,Authentic Culinary Database
2533,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Lunch,Hard,19,530,India,Authentic Culinary Database
2534,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Breakfast,Medium,51,655,India,Authentic Culinary Database
2535,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Dinner,Medium,37,386,India,Authentic Culinary Database
2536,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Hard,24,539,India,Authentic Culinary Database
2537,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Breakfast,Medium,20,244,India,Authentic Culinary Database
2538,Mishti Doi,Dairy,Indian,"Milk, Jaggery, Curd Culture",Doi,Breakfast,Medium,29,683,India,Authentic Culinary Database
2539,Chicken 65,Protein,Indian,"Chicken, Spices, Curry Leaves, Deep Fried",65,Breakfast,Medium,30,504,India,Authentic Culinary Database
2540,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Breakfast,Easy,23,178,India,Authentic Culinary Database
2541,Kung Pao Chicken,Bakery,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Breakfast,Medium,40,461,India,Authentic Culinary Database
2542,Fried Rice,Protein,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Breakfast,Hard,33,154,India,Authentic Culinary Database
2543,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Snack,Hard,22,667,India,Authentic Culinary Database
2544,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Dinner,Medium,52,698,India,Authentic Culinary Database
2545,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Lunch,Hard,45,623,India,Authentic Culinary Database
2546,Rava Idli,Bakery,Indian,"Rava, Basic Spices, Oil, Salt",Idli,Lunch,Medium,48,488,India,Authentic Culinary Database
2547,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Lunch,Easy,16,241,India,Authentic Culinary Database
2548,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,28,429,India,Authentic Culinary Database
2549,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Breakfast,Easy,59,233,India,Authentic Culinary Database
2550,Bhatura,Bakery,Indian,"Bhatura, Basic Spices, Oil, Salt",Bhatura,Dinner,Medium,18,597,India,Authentic Culinary Database
2551,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Breakfast,Medium,27,631,India,Authentic Culinary Database
2552,Apple Pie,Grains/Legumes,American,"Apple, Basic Spices, Oil, Salt",Apple,Lunch,Medium,46,181,India,Authentic Culinary Database
2553,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Snack,Easy,46,220,India,Authentic Culinary Database
2554,Spring Rolls,Protein,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Snack,Hard,37,219,India,Authentic Culinary Database
2555,Fried Rice,Grains/Legumes,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Dinner,Hard,27,467,India,Authentic Culinary Database
2556,Poori,Bakery,Indian,"Poori, Basic Spices, Oil, Salt",Poori,Lunch,Easy,56,676,India,Authentic Culinary Database
2557,Tiramisu,Protein,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Snack,Easy,38,421,India,Authentic Culinary Database
2558,Burritos,Produce,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Medium,59,379,India,Authentic Culinary Database
2559,Guacamole,Dairy,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Dinner,Medium,36,524,India,Authentic Culinary Database
2560,Shrikhand,Dairy,Indian,"Hung Curd, Sugar, Saffron, Cardamom",Shrikhand,Snack,Medium,15,629,India,Authentic Culinary Database
2561,Aloo Gobi,Produce,Indian,"Potato, Cauliflower, Spices, Turmeric",Gobi,Snack,Easy,24,604,India,Authentic Culinary Database
2562,Rasamm,Produce,Indian,"Rasamm, Basic Spices, Oil, Salt",Rasamm,Snack,Easy,46,306,India,Authentic Culinary Database
2563,Chana Masala,Produce,Indian,"Chana, Basic Spices, Oil, Salt",Chana,Snack,Easy,36,348,India,Authentic Culinary Database
2564,Pav Bhaji (Pav),Bakery,Indian,"Pav (Bun), Butter, Mixed Vegetable Mash",(Pav),Dinner,Easy,36,495,India,Authentic Culinary Database
2565,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Snack,Easy,25,431,India,Authentic Culinary Database
2566,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Breakfast,Easy,17,152,India,Authentic Culinary Database
2567,Rogan Josh,Protein,Indian,"Mutton, Yogurt, Spices, Ginger",Josh,Breakfast,Medium,44,325,India,Authentic Culinary Database
2568,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Lunch,Hard,15,458,India,Authentic Culinary Database
2569,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Dinner,Hard,19,511,India,Authentic Culinary Database
2570,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Lunch,Hard,21,698,India,Authentic Culinary Database
2571,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Breakfast,Hard,41,354,India,Authentic Culinary Database
2572,Chicken 65,Protein,Indian,"Chicken, Spices, Curry Leaves, Deep Fried",65,Lunch,Easy,45,354,India,Authentic Culinary Database
2573,Chicken Tacos,Grains/Legumes,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Dinner,Easy,33,666,India,Authentic Culinary Database
2574,Pasta Carbonara,Grains/Legumes,Italian,"Pasta, Basic Spices, Oil, Salt",Pasta,Breakfast,Medium,42,187,India,Authentic Culinary Database
2575,Burritos,Grains/Legumes,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Snack,Easy,37,213,India,Authentic Culinary Database
2576,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Breakfast,Medium,22,264,India,Authentic Culinary Database
2577,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Lunch,Easy,31,257,India,Authentic Culinary Database
2578,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Lunch,Medium,41,558,India,Authentic Culinary Database
2579,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Lunch,Medium,36,699,India,Authentic Culinary Database
2580,Drumstick Curry,Produce,Indian,"Drumstick, Basic Spices, Oil, Salt",Drumstick,Lunch,Medium,22,464,India,Authentic Culinary Database
2581,Tiramisu,Bakery,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Easy,24,225,India,Authentic Culinary Database
2582,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Snack,Medium,15,589,India,Authentic Culinary Database
2583,Fried Rice,Protein,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Snack,Easy,52,490,India,Authentic Culinary Database
2584,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Dinner,Easy,60,379,India,Authentic Culinary Database
2585,Butter Chicken,Protein,Indian,"Butter, Tomato Puree, Butter, Cream, Spices",Butter,Dinner,Easy,48,291,India,Authentic Culinary Database
2586,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Breakfast,Easy,40,525,India,Authentic Culinary Database
2587,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Snack,Hard,20,676,India,Authentic Culinary Database
2588,Churros,Grains/Legumes,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Dinner,Medium,46,674,India,Authentic Culinary Database
2589,Chicken Tacos,Grains/Legumes,Mexican,"Tortilla, Chicken, Salsa, Lettuce, Cheese",Tacos,Lunch,Easy,46,233,India,Authentic Culinary Database
2590,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Breakfast,Hard,57,317,India,Authentic Culinary Database
2591,Margherita Pizza,Dairy,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Breakfast,Medium,28,163,India,Authentic Culinary Database
2592,Bhindi Masala,Produce,Indian,"Bhindi, Basic Spices, Oil, Salt",Bhindi,Snack,Easy,30,515,India,Authentic Culinary Database
2593,Kheer,Dairy,Indian,"Kheer, Basic Spices, Oil, Salt",Kheer,Breakfast,Hard,38,155,India,Authentic Culinary Database
2594,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Breakfast,Easy,36,313,India,Authentic Culinary Database
2595,Shahi Paneer,Dairy,Indian,"Paneer, Shahi, Basic Spices, Oil, Salt",Shahi,Breakfast,Medium,44,544,India,Authentic Culinary Database
2596,Tiramisu,Protein,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Dinner,Medium,24,464,India,Authentic Culinary Database
2597,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Medium,36,675,India,Authentic Culinary Database
2598,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Dinner,Hard,36,433,India,Authentic Culinary Database
2599,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Snack,Medium,44,290,India,Authentic Culinary Database
2600,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Lunch,Easy,58,240,India,Authentic Culinary Database
2601,Bhindi Masala,Produce,Indian,"Bhindi, Basic Spices, Oil, Salt",Bhindi,Dinner,Hard,21,646,India,Authentic Culinary Database
2602,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Breakfast,Hard,17,600,India,Authentic Culinary Database
2603,Cheeseburger,Produce,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Snack,Medium,20,642,India,Authentic Culinary Database
2604,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Lunch,Easy,21,651,India,Authentic Culinary Database
2605,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Dinner,Medium,51,168,India,Authentic Culinary Database
2606,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Dinner,Easy,56,206,India,Authentic Culinary Database
2607,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Lunch,Medium,38,179,India,Authentic Culinary Database
2608,Margherita Pizza,Protein,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Snack,Easy,32,486,India,Authentic Culinary Database
2609,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Hard,53,529,India,Authentic Culinary Database
